"source","Item (EN)","Category/Department (EN)","Description (EN)","Variant Name"
"Instaura-beauty","Benefit Cosmetics Lashes All The Way Extreme Lengthening Mascara Value Set","Home Page","What it is:
Mascara Mixer
Full-size lifting &amp; lengthening mascara, curling mascara &amp; volumizing mascara

3 FULL-SIZE mascaras for curling, volumizing &amp; lengthening
Includes NEW! They’re Real! Magnet mascara for EXTREME length
Mix, match or layer for different looks


How to use:


Lift, Volumize &amp; Lengthen to the EXTREME!First, choose your mascara! Then stroke onto lashes, gently wiggling wand from base of lashes to tips. Layer as desired for even more lash drama.BEAUTY TIP:Mix &amp; layer your mascaras for endless party-perfect lash looks!

Why we love it:


Mix it up with mascaras!A Benefit mascara for every affair! From big &amp; BAD to super-curled to extra lengthened, get 3 gorgeous lash looks in 1 limited edition value set. Features FULL SIZES of Benefit fan-favorite mascaras: BADgal BANG! for 36-hour* volumizing, Roller Lash for root-to-tip curling and NEW! They’re Real! Magnet for extreme lengthening.*Instrumental test on 21 womenSet includes:


BADgal BANG! BIGGER, BADDER volumizing mascara in intense pitch black | full-size NEW!

They’re Real! Magnet powerful lifting &amp; lengthening mascara in supercharged black | fullsize

Roller Lash super-curling &amp; lifting mascara in black | full-size",""
"Instaura-beauty","Bath & Body Works Twisted Pepper Mint Shower Gel","Home Page","Christmas smells like a winter-fresh blend of cool peppermint, sugared snow &amp; fresh balsam.




Puts a sweet, cool candy cane twist on the holidays every year! Nourishing vitamin E combines with skin-loving shea butter &amp; aloe in this rich, bubbly lather. It's the perfect daily cleanser to leave skin feeling fresh &amp; clean!",""
"Instaura-beauty","-Sephora Collection Pomegranate Face Mask","","",""
"Instaura-beauty","Benefit Hoola Glow Shimmer Bronzer","Home Page","What is it: A shimmer bronzer for the face
How to use it:
Shimmy it up!
Sweep all over face for a subtle, bronze highlight. Swirl over neck, décolletage and shoulders for an amped-up “whoa” glow.
Why we Love it:


Hoola Sunkissed with Shimmer
Hoola Glow is the newest member of Benefit's iconic bronzer family! This limited-edition powder bronzer combines original Hoola’s cult-favorite natural bronze shade with superfine satin shimmer for a radiant sheen that looks lit-from-within.",""
"Instaura-beauty","Benefit GALifornia Powder Blush","Home Page","WHY WE LOVE IT:
GALifornia golden pink blush is part sun, pure fun! It blends bright pink with shimmering gold, capturing the warm glow of California sunshine in a box. The signature Galifornia Dreamin’ scent features notes of pink grapefruit &amp; vanilla. Comes complete with a custom rounded blush brush for soft, diffused application.

Comes in full size &amp; mini
Golden pink powder blush
Artwork inspired by vintage California surfer girls
Includes rounded blush brush and mirror",""
"Instaura-beauty","Benefit BADgal BANG 24 Hour Eye Pencil Shade ""Pitch Black""","Home Page","What is it : A creamy longwear eye liner

Rich, creamy, waterproof**
Available in 4 shades
Includes a built-in smudger

Why we love it:
Get bold definition with BADgal BANG! 24 Hour* Eye Pencils. These rich, creamy, waterproof** eye liners glide on smooth and set to a transfer-resistant matte finish. Includes a built-in smudger for smoky eyes in seconds. Available in four shades that’ll flatter everyone. 

24 Hour* Longwear eye pencil
Waterproof**, transfer-resistant
Automatic, no-sharpen tip
Built-in smudger
Pitch Black, Deep Brown, Dark Purple, Midnight Blue",""
"Instaura-beauty","Benefit Goof Proof Brow Pencil Shade""3 Warm Light Brown""","Home Page","What it is:
Super easy brow-filling &amp; shaping pencil

Custom “goof-proof” tip
Easy &amp; fast glide-on formula
Built-in spoolie-brush

Why we love it:


Presto…everyone’s an expert with this super easy filling &amp; shaping eyebrow pencil. It features a custom, non-sharpen “goof-proof” tip, soft color and a glide-on formula for easy &amp; fast brow filling. Comes complete with built-in blending spoolie-brush and signature Tips &amp; Tricks!

Comes in full size &amp; mini
12-hour* waterproof** formula
95% said it was easy to fill &amp; shape brows***
94% said it gives beautiful brows on the first try***

*instrumental test on 20 panelists**Instrumental test on 22 panelists***consumer panel survey of 109 women after 1 week",""
"Instaura-beauty","Benefit Benetint Cheek & Lip Tint 6Ml","Tint","What is it: Rose-tinted lip &amp; cheek stain

Rose-tinted lip stain
Longwear
Cult favorite

Why we love it: This rose-tinted lip stain and cheek stain was created for an exotic dancer in the 1970s. The doe foot applicator glides on lips and blends over cheeks for a gorgeous, long-wear look. This non-drying, buildable formula now comes in a new size and gives a natural-looking, sheer finish.
Suggested Usage:-Apply onto lips, layering to build intensity.-For a pout look, apply lip gloss on top.-Then, dot and blend quickly onto cheeks.-Beauty tip: Wear under High Beam (sold separately) on cheeks for a healthy-looking, dewy glow.",""
"Instaura-beauty","Benefit BADgal BANG 24 Hour Eye Pencil Shade ""Midnight Blue""","Home Page","What is it : A creamy longwear eye liner

Rich, creamy, waterproof**
Available in 4 shades
Includes a built-in smudger

Why we love it:
Get bold definition with BADgal BANG! 24 Hour* Eye Pencils. These rich, creamy, waterproof** eye liners glide on smooth and set to a transfer-resistant matte finish. Includes a built-in smudger for smoky eyes in seconds. Available in four shades that’ll flatter everyone. 

24 Hour* Longwear eye pencil
Waterproof**, transfer-resistant
Automatic, no-sharpen tip
Built-in smudger
Pitch Black, Deep Brown, Dark Purple, Midnight Blue",""
"Instaura-beauty","Beauty Of Josen Revive Serum : Ginseng + Snail Mucin","Korean Goodies","What it is: This serum is made for skin that has lost its vitality.It contains 'ginseng', which has been used as an important herbal ingredient for a long time, and 3% ‘snail secretion filtrate', which creates the best synergy for skin elasticity.
Apply 2-3 drops of serum onto the face. Pat gently to aid absorption.",""
"Instaura-beauty","Benefit Floratint Lip & Cheek Stain 6Ml","Tint","What is it:

Luscious, romantic desert-rose shade
Longwearing &amp; non-drying
Smudge-proof &amp; transfer-proof",""
"Instaura-beauty","Benefit Born 2 Benetint Benetint Booster","Home Page","Get a full-size and FREEmini of Benefit’s iconic rose-tinted lip &amp; cheek stain with this limited-edition double deal! Theprecise lip applicator blends easily over cheeks &amp; glides on lips for instant kiss-proof color that lasts.Set includes:

Benetint rose-tinted lip &amp; cheek stain | full-size
Benetint rose-tinted lip &amp; cheek stain | mini

 




How to use
Glide onto lips, layering to build intensity. Dot &amp; blend quickly onto cheeks.",""
"Instaura-beauty","Benefit Cheeks Stars Reunion Tour: Blush, Bronzer & Highlighter Palette","Home Page","What it is: A star-studded palette of Benefit blushes, bronzers, and highlighters from past and present—to relive the greatest hits.What Else You Need to Know: The Cheek Stars Reunion Tour cheek palette features bestselling Hoola matte bronzer, Cookie golden pearl highlighter, and newly updated cult-favorite shades of Georgia, Dallas, and Sugarbomb. This sensational palette comes complete with a super-soft cheek brush and Benefit Cosmetic’s signature tips and tricks.This Palette Contains:- 8.7 g Dallas Rosy Bronze Blush- 6.8 g Sugarbomb Rosy Pink Blush- 7.9 g Cookie Golden Pearl Super-Silky Highlighter- 7.9 g Georgia Golden Peach Blush- 7.9 g Hoola Matte Powder Bronzer",""
"Instaura-beauty","Bali Body Pineapple Tanning Oil SPF15","Home Page","Pineapple Tanning Oil with bonus sun protection. This natural, tropical inspired tanning oil will give you a deep tan while hydrating and nourishing your skin. Enriched with pineapple extract and coconut oil to give your skin a deep sunkissed glow while firming the skin and repairing uneven skin tone.",""
"Instaura-beauty","Benefit Goof Proof Brow Pencil Shade""3.5 Neutral Medium Brown","Home Page","What it is:
Super easy brow-filling &amp; shaping pencil

Custom “goof-proof” tip
Easy &amp; fast glide-on formula
Built-in spoolie-brush

Why we love it:


Presto…everyone’s an expert with this super easy filling &amp; shaping eyebrow pencil. It features a custom, non-sharpen “goof-proof” tip, soft color and a glide-on formula for easy &amp; fast brow filling. Comes complete with built-in blending spoolie-brush and signature Tips &amp; Tricks!

Comes in full size &amp; mini
12-hour* waterproof** formula
95% said it was easy to fill &amp; shape brows***
94% said it gives beautiful brows on the first try***

*instrumental test on 20 panelists**Instrumental test on 22 panelists***consumer panel survey of 109 women after 1 week",""
"Instaura-beauty","Bali Body Cacao Tanning Oil SPF15","Home Page","This natural, hydrating tanning oil is enriched with organic cacao to give your skin a bronzed glow while you work on achieving a deep natural sun tan.

SPF15, UVB and UVA protection
Instant bronzed tint
Enriched with a blend of organic and natural ingredients",""
"Instaura-beauty","Benefit BADgal BANG! Volumizing Mascara Shade ""Blue""","Home Page","What is it: BIGGER, BADDER volumizing mascara

Contains aero-particles
Smudge-proof and water-resistant
Custom Slimpact! brush

Why we Love it: BADgal BANG! 36 HOUR* FULL-BLAST volumizing mascara creates MASSIVE volume without weighing down lashes. The gravity-defying formula contains aero-particles, one of the lightest known materials, derived from space technology. This innovative intense pitch black mascara layers easily for bigger and BIGGER impact. Its custom big Slimpact! brush is streamlined to reach root-to-tip, corner-to-corner, upper and lower lashes for BIG VOLUME WITH 360° REACH!

Smudge-proof, water-resistant, volumizing mascara
90% saw dramatic volume**
94% said it instantly lifted lashes**
92% said it lengthened lashes**
ProVitamin B5 known to fuel thickness &amp; strength",""
"Instaura-beauty","Balea Micellar Cleansing Water Combination Skin And Sensitive Skin","Home Page","Balea Micellar Water Combination Skin and Sensitive Skin 400 ml",""
"Instaura-beauty","Benefit Brow Microfilling Pen ""Light Brown""","Home Page","What Is It: A pen for the microbladed look made easy that creates the illusion of natural brow hair with three ultrafine lines in a single stroke.What Else You Need to Know: Like a microblading appointment in your makeup bag, this eyebrow pen is a waterproof, smudge-proof ink pen that creates the illusion of real eyebrow hairs with three ultra-fine lines in a single stroke. Designed to blend in seamlessly with existing hairs, it instantly creates a microbladed effect.",""
"Instaura-beauty","Benefit Boi-Ing Cakeless Full Coverage Liquid Concealer ""6""","Home Page","What it is:

Full coverage liquid concealer
Hides dark undereye circles &amp; blemishes
Doesn’t cake or crack


Why we love it:


This multitasking FULL COVERAGE liquid concealer hides it all, from dark undereye circles to blemishes and discoloration...yet it feels lightweight and doesn't cake or crack. The Cushion Tip creates a smoother than smooth application and blends seamlessly for longwearing, waterproof** coverage.",""
"Instaura-beauty","Anua NIACINAMIDE 10%+TXA 4% Serum","Home Page","Skin Type
All, Acne-Prone, Sensitive




Benefits
Helps improve the appearance of skin clarity and balance




Texture
Non-Greasy Watery Lightweight Serum Drop",""
"Instaura-beauty","Vegan.","","",""
